TEXTOS,y
"@fergieIixos Nao vou fazer bullying mas vou repensar em achar que vc tem bom gosto kkkkkkkk mas o primeiro filme e o ultimo nao sao TAOO ruins, o resto ta podi joga fora",0
btw um completo desrespeito com qualquer um que leva a arte que seja a sério e se dedica,0
"Eu tava assistindo um Dorama que a principal faz várias cirurgias no rosto, pelo bullying que sofria por ser ""feia"". 
  E confesso que fico chateada e frustada, poq isso é muito real nos dias de hoje. Quero dizer, as pessoas passam mais tempo julgando as outras pela aparência [+]",0
@Gleydeukie Se eu disser que amo crepúsculo vc vai fazer muito bullying comigo?,0
"RT @DiamondDaFavela: Ain tô cansado desse chiclete e dessa história de matar a Vivi
#ADonaDoPedaço",0
Eu comi demais o dia todo e ja faz uns dias que isso se repete.. e agora não estou conseguindo correr mais também. A culpa de estar parada vai se acumulando e acho q isso deixa tudo pior,0
"eu tava num momento muito ruim, nao por causa da web mas pq eu tava meio q sofrendo “bullying” na escola, ai eu falei q ele q decidia oq era melhor mas eu amava ele como amigo e queria falar com ele, ai ok a gente tava relevando, e eu como emocionada q sou",0
@Edu_Ferreira14 @Gabriel182Abreu @cukierdavid_ Dudu kkk cuidado esse povo faz bullying,0
"RT @CatundaBruno: O Sport vai conseguir a proeza de transformar a mobilização surpreendente da torcida, em pressão e desgaste.",0
a ivete chamando o teló de ousado quem aguenta,0
Mano rei leão é mt bommm e eu nunca vou superar o Pumba falando que vai atras de todo mundo que cometer bullying,0
RT @JUNINHODADEZ: As vezes ficar quieto pode ser a forma mas inteligente de agir 🤫,0
RT @JeanTambozi: @A_pamyyzinhaa Eu tava distribuindo abraços pela escola hoje,0
"Eu acho mt engraçado quando eu tô com muita vontade de alguma coisa, eu fico vendo várias fotos me martirizando mesmo sabendo que não vou poder ter, igual agora, cheia de vontade de um japa, tô fazendo o que? Visitando vários perfis de rodízio quase lambendo a tela com as fotos",0
esses menor gasta a onda toda kkkkkkkk pqpp,0
@Maluaraujods Responde A PORRA DO WHATSAPP CARALHA,0
esse ano ou ano que vem chega a 1 bilhão tenho certeza,0
"socorro, a ivete bloqueou a iza KKKKKKK #TheVoiceBrasil",0
RT @JM_jubs: Vcs tem q parar de achar que eu não ligo p vcs e começar a ter certeza,0
"a gente estraga nossa vida ainda muito novo. com 22 anos já tomo quatro medicamentos psiquiátricos 

eu tenho só 22 anos",0
hq fav — comecei a ler hq hoje então não tenho uma fav ainda,0
quero começar a comemorar meu aniversario no don juan e so parar dia 19 👍😜 quero ve quem vai me acompanhar,0
RT @porradeiv: de boa no metro indo trabalhar e a @Anitta anuncia a próxima estação e uma boa viagem. fofa,0
A SUZI É DEMAIS UAKAKAKAKAKAKKSKD,0
Boas Malta eu já falei no meu insta e vou falar aqui também sobre bullying,0
"Delicate é o meu tesouro. ela foi escrita em homenagem a MIM e às experiências que eu tive na MINHA vida. tanto que no prólogo a taylor ainda escreveu ""Vitor, Delicate é pra VOCÊ""",0
"@taehysafes aham, a luana, te mando print depois",0
a música tá perfeita na voz dessa garota,0
"Papai: ri de tudo o que mamãe fez comigo
Papai também: Nossa como assim vc quer chutar a cabeça da sua mãe?",0
Ok cansei de implorar por atenção aqui e no Spirit vou achar algo pra me ajudar a dormir,0
"#debatefinalfoxsports Sormani o Flamenguista Simon falou que foi pênalti, sabe por que? Por que ele marcou muito deste na sua  vida de arbrito a favor do Flamengo.",0
@evozzy esse eu posso revelar é a voz brasil,0
Dei maior porradão com a testa no tronco da árvore. Agora ta inchado e com um galo🤦🏼‍♀️😂😂😂,0
a d o r e i,0
RT @BrunoJales6: Alguém tem carrinho de bebê pra vender? To cansado de andar a pé,0
"@unnamed_har tenho esse costume desde criança, eu achava a pasta mt ardida daí jogava água pra suavizar +, mas agora faço isso com qlqr creme dental...........sla",0
"RT @maduzzzao: @lavieencams mas é claro, carregando toda a beleza do mundo nas costas tambem né",0
Pedi uma pizza a mais de 1 hora e até agr nada dessa porra,0
na minha epoca eu sofria bullying pq ngm nem sabia q q era fatima ok,0
As pessoas devem achar que é falta de interesse minha. Mas a questão é que realmente eu não sei puxar assunto nem nada.,0
@Thaix_Samara @Barcelloss15 Se esse milagre um dia acontecer você será uma das primeiras pessoas a saber meu amor,0
RT @manuu_andradde: ai eu sempre sou a pessoa que tem consideração por quem não tem por mim senhor quando vais me sondar,0
"fora o bullying por usar óculos fundo de garrafa sendo que tenho o olho grande, sofro",0
"@monicabergamo Grande dia! Um leão à cada dia... Mas vamos vencer.
Tem outra vitória:",0
"quando eu conheço alguém eu demoro 1 ano pra esquecer a pessoa,anem tem dó",0
RT @sharonpd1: Desde a 7:30 fazendo algo parei para descansar agora,0
Karalho n bloqueia a Iza não #TheVoiceBrasil,0
- Vou Ir Ali Fumar Um Baseado Com a Minha Irmã..💕🍁,0
a Iza foi bloqueada pq? HAHAHAHA #TheVoiceBrasil,0
a menina lá do brt na rodô é mó gatinha,0
como é difícil a vida do selenation,0
"querem fazer algo útil? usem a fama pra conscientizar, busquem a raiz do problema e cortem a raiz, isso pode não mudar 100% mas ajuda mais que pintar a porra da sua unha",0
a fatura do cartão veio R$695 adgsdfgsd sou um lixo,0
"Sempre um prazer trocar ideia com a galera!
ABS de toda a equipe
e ST sempre",0
RT @uedeboche: minha meta de vida é ser a pessoa q nunca tá em casa pq tá sempre viajando,0
"tanta coisa boa acontecendo na minha vida que eu tô meio desacreditada, agradeço a Deus toda hora, tô muito feliz",0
Me nego a elogiar Paulo Victor,0
"@_brightness__ ahhhhhh foi agora a pouquinho, parabéns atrasado anjo 💜💜💜 e poxa vamo amigar simmmm, adorei você!!!!",0
"""em mas você não é de Curitiba né""
a frase que mais escutei na minha vida",0
"@Totti_AWF @Alexand09940590 @EuclidesFla Gabigol talvez, Rafinha acho muito difícil, nem no seu auge foi jogador de seleção não vai ser agora.

Acredito que ele foi para ver mais o jogo, não vejo nenhum jogador do Flamengo com potencial para seleção (tirando o Gabriel) á não ser o Arrascaeta que é uruguaio.",0
RT @PanocuInc: atenção assinantes: a panocu desse mês vem com umas..... surpresinhas...... (não é anthrax),0
@taoquei1 Incrível que eles sempre cortam a pessoa qdo fala o que eles não gostam,0
"eu tô a louca das inscrições de estágio, de tantas entrevistas na vida quando eu for aprovado em alguma eu viro couch",0
RT @barbaraarrocha: Tenho a impressão q a Iza só virá a cadeira depois q Ivete vira,0
RT @HaddadDebochado: Que Agosto me traga o impeachment ou a renúncia de Jair Bolsonaro,0
"RT @_nbkrd: Reclamar de fanservice ecchi em shounen é a mesma coisa q reclamar de chatice em um anime slice of life, n faz sentido bicho",0
Eu acho que vou morrer de rir com a Sushicha,0
"RT @mtintocavel: a vida é um sopro, valoriza enquanto ta vivo(a) rapaziada😓",0
Gente eu vou começar a soltar logo pq provavelmente a thread vai ser longa e eu quero dormir mais cedo hoje jajajsjak,0
"@givetnkstoGod faz 6 meses q acompanho de pertinho e tive a mesma sensação, é muita coisa legal e nova pra ver, eles produzem muito conteudo...as músicas nem se fala...pra mim dá uma injeção de ânimo ouvir e ver eles, eles te incentivam a melhorar e aprender mais coisas ...",0
"eu não faria amizade comigo pq me acho extremamente entediante além de não chamar nenhuma atenção. meu corpo é horrivel, 0 de curvas, meu rosto é estranho e ainda uso aparelho e óculos, típica nerd americana que sofre bullying",0
"Existe muita cortina de fumaça, mas a gente não pode se esquecer de uma pergunta fundamental: quem queria matar o Padre Marcello Rossi?",0
"RT @jikooksenses: jimin, um vocalista incrível e uma pessoa maravilhosa - a thread",0
"RT @_luiz0liveira_: Não quero me meter na relação, mas n vale a pena dar moral pra vacilão 💤",0
Eu e Fernanda vamos marcar de sair para beber kkk to até pensando a merda que vai dar,0
"Trocaram a fechadura do portão aqui de casa, meu tio levou o chaveiro enganado e agora ta td mundo trancado em casa até ele voltar amanhã pra devolver as chaves",0
Senhor me ajuda a não desistir de tudo!!!,0
"@islacrvg Tem uns que ñ tem datas, só a rodada",0
4 falas de Bolsonaro sobre a ditadura que são refutadas por documentos oficiais,0
"baaaa, a ivete bloqueou minha negona no the voice",0
adorei a shakira #TheVoiceBrasil,0
"@raqbrbs 1. É fato que geramos energia e temos frequências energéticas únicas que podem combinar com a de outras pessoas. 
2. Energia é compartilhada por proximidade, contato, palavras, intimidade, etc
3. Uma pessoa que tem baixa frequência de energia pode acabar sugando a sua boa energia",0
@volteeeeei2 Entao têm a mão kkk,0
Ivete bloqueou a Iza Hahahahaha espertíssima #TheVoice,0
alguém me faça calar a boca uma mulher principalmente,0
"@karinagdaniel Esse  desejo  dela, voltará ,   pois  existe  a lei do retorno,  DEUS  é com o  nosso  Ministro  Sérgio Moro  em todos os  momentos  da sua Vida , Em nome de  JESUS CRISTO.",0
E se vc achou que o Bae oria ficar calado... achou beeeeem errado. Adoro! Vou pteparara pipoca aqui pra ler a próxima att,0
"A beleza ideal está na simplicidade calma e serena.

Johann Goethe",0
"RT @_llovelyg: a beleza desse homem.. 

#MPN #ARMY #BTS #BoyWithLuv
@BTS_twt",0
Depois são todos contra o bullying,0
a costureira la do musical nao parou um segundo de ficar palpitando sobre meu corpo e que eu era insegura,0
"Nao vibra, nao canta, botão home ja foi sem câmera frontal(buraco), a tela a tela",0
@leticiabeliniii A briga e justificável,0
"De um lado eu falando e o Danilo não entendo nada. Do outro, está o Danilo falando comigo e eu não entendendo nada...assim se ""assuscede"" a conversa!",0
RT @thvogue: meudeus a bundinhaUSBDLFNEOCMDOCKSKSKKK,0
Eu vendo o Kannemann com a faixa de capitão,0
É muito ruim a sensação de ter que ficar na ponta do pé mo tempo pra pegar algo,0
a pessoa curtiu minha foto a uma hora atras e voltou nela pra comentar hmmm,0
"A tendência é buscar melhorias, sem atrasar o lado de ninguém!! 💰",0
"seu jorge apaixonada por ana carolina x steve se declarando pra robin em ST

os dois a 80 km",0
"@nyanperonwa Eu tô descrente no quanto esses caras acham música que combina com o povo de Jojo, especialmente de Vento Aureo, não pode ser

Um MMD que combina demais com o personagem é esse do Fugo, eu perco a linha de rir vendo ele",0
RT @loststarpjm: gente eu ate que gostei desse final da au 😔🤙🏻 entao muito obrigada a quem leu ate aqui okay?,0
"“o temor sempre torna maiores os objetos. O povo inquietar-se-ia com sua situação, e suporia estar em perigo mesmo nos momentos mais seguros.”

ENTRE EM GUERRA COM A VENEZUELA SIM, É NECESSÁRIO!",0
@curtkocain ai gente sinceramente eu não aguento mais gente que se descobre lgbt e aí tudo vira motivo de treta pra elxs e a vida da pessoa passa a ser carregar uma bandeira e ela simplesmente não consegue ter uma personalidade a parte disso,0
"@LaryssaRa13 KKKKKK mas sério a Lais fez a minha pala hoje velho, a Camile tb kkk",0
RT @mimsss_9: É incrível como à noite sentimos tudo a dobrar,0
RT @saturnogabi: minha irma faz uns bichinhos de croche mano fala serio a fofura O CABELINHO,0
RT @Kalapezack: Eu vendo a Shakira brasileira no #TheVoiceBrasil,0
Redes sociais só não são livres de conteúdos negativo/ódio/bullying porque os criadores estão se a cagar para isso.,0
comprei produtos dermatológicos! valeu a pena hipotecar a casa pra isso,0
"@droctoswho Também me sinto muito estranha com Best of me. Gente, por favor, me digam que não sou a única estranha que é afetada por várias músicas do Bts! KKKKKK",0
Amanhã mato a saudade de jogar,0
"@pkffc_52 ta mlc, a cara de bandido ruim",0
"oh..... poxa, eu consigo sentir a dor dele :(",0
"@gabirbriel Estou em casa, trás a cerveja que nós toma kkk",0
RT @queridaporelas: É no sufoco que a gente vê quem é de verdade.,0
RT @lwtskwn: eu ia ficar com o cu na mão de medokjshsjkkdh a,0
eu escondo o máximo me forço a sair ir para a escola e festas pra beber e amenizar um pouco mas eu mal vejo a hora de voltar pra casa e dormir,0
RT @Ig_delas: As vezes ficar quieto pode ser a forma mas inteligente de agir 🤫,0
Se eu fosse a Veveta bloqueava a Iza #TheVoiceBrasil,0
@Joelsena28 @bchartsnet a performance icônica,0
RT @brumiscat: a Ivete bloqueou a Iza puts KKKKKKK #TheVoiceBrasil,0
RT @chicobarney: A Shakira cover se chama Steici Lauder. Ainda dá para acreditar no futuro do Brasil. #TheVoiceBrasil,0
"Nick Mullens cavando demais a vaga demais no roster. 

Interessados em trade pelo CJ Beathard tratar aqui @JohnLynch49ers",0
"@rpnsmat É o Grillo? Se for, ouça a voz da consciência
*ba dum tiss*",0
RT @QuebrandoOTabu: Pedro Cardoso no programa da @maisa falando sobre bullying e educação. Achei foda!,0
Oi crush da escola a gnt namora mas vc n sab — Coragem fi,0
minha mae ja está fazendo a mala dela 🙌 amemmm to livteee,0
"22:46 e eu e a eduarda rindo de videos, o auge",0
Pedro Cardoso falando sobre #bullying na escola dos filhos dele.,0
"as vezes a gente so precisa de um abraço daqueles que ninguem fala nada, so sente",0
"Os cara desiste por qualquer coisa, tlgd q é foda mais todo amor é assim, dificuldade em cima de dificuldade, mas qm realmente ama não deixa se abalar, vale a pena se esforçar p ter uma mina fmz ao lado",0
O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A -AAA-AAAA,0
RT @breawkup: MDS OLHEM A MÚSICA!!! MÚSICA DO MILÊNIO AAAAAAAAA É TÃO BOM SER ARIANATOR,0
RT @andrehernan: Posso ser o primeiro a lançar a polêmica ? Quem é melhor? Daniel Alves ou Rafinha ? FUI!!!!! 😂😂,0
a cabeça dela ainda pensa gente kkkkkk #TheVoiceBrasil,0
Ambas coisas e bullying,0
mostrei foto da larissa para a sobi to vendo o bullying,0
RT @eanderlust: silencio a jovem esta descobrindp que da pra fazer isso,0
"To só juntando tudo, daqui a pouco vou surtar.",0
Tirei Você está 50% morto(a) por dentro!,0
O único que pode usar Crocs sem sofrer bullying,0
"Elas claramente me ignoram, toda elas td hr, eu sou meio novata dai só tem elas conversando animadas entre elas(q sao com tds) e eu la perto delas excluída parece cena de filme de bullying k que",0
"Mó vontade de fazer massagem em alguém, qual amiga vai ser a felizarda ? Sou profissa ein ...",0
Cola aqui em casa que a gente fode adoidado,0
"@CarlosAGoulart1 Não, não pode! A casa de Deus é para louvor , não para campanha política, seja de quem for 
@pejoseduardo veja isso",0
As vezes eu vejo umas pessoas e fico: nossa sera q ela sofria bullying por causa do sobrenome?,0
"@beatrizSl33 é a droga do amor q sinto por vc, ja disse",0
"@LulaOficial Encheu a cara de pinga, velho vagabundo?! Essa merda nunca ficou pronta! Canalha! Que vc morra na cadeia!",0
RT @mariana_ar_: O grande problema é a areia,0
como a gente consegue ser TÃO FRACO em certos momentos?,0
"RT @OGrandeSoberano: FILIPE LUIS E RAFINHA FICARAM NO CHINELO DEPOIS DE DANIEL ALVES, PODEM CHORAR A VONTADE",0
"Me deram: Silvio de Abreu 

Melhor Novela: Rainha da Sucata
Melhor protagonista: Ana
Melhor Vilã(o): Clara
Melhor abertura: A Próxima Vítima
Personagem que amou: Ramona
Personagem que odiou: Diana
Nota p/ autor: 8

Comente número de 1 a 10 e olhe a sua DM.",0
"a sooyoung toda nene meu deus eu to muito triste
#GG4EVA",0
